Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
46.0, State-gov,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,False
72.0, ?,9.0, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0.0,0.0,1.0, United-States,False
18.0, Private,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,False
62.0, Local-gov,9.0, Divorced, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, United-States,False
22.0, Private,10.0, Never-married, Transport-moving, Own-child, White, Female,0.0,0.0,30.0, United-States,False
40.0, Private,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298.0,0.0,40.0, United-States,True
26.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,False
35.0, Private,12.0, Married-spouse-absent, Sales, Own-child, Black, Female,0.0,0.0,36.0, United-States,False
25.0, Self-emp-not-inc,9.0, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,False
46.0, ?,11.0, Married-civ-spouse, ?, Wife, Black, Female,0.0,0.0,35.0, United-States,True
39.0, Private,13.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,1564.0,50.0, ?,True
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,45.0, United-States,True
59.0, Private,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Italy,True
37.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
38.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States,False
33.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, ?,False
23.0, Private,12.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, Puerto-Rico,False
67.0, Self-emp-not-inc,14.0, Widowed, Prof-specialty, Not-in-family, White, Male,18481.0,0.0,2.0, United-States,True
60.0, Private,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,8614.0,0.0,48.0, United-States,True
39.0, Self-emp-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,True
32.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1887.0,60.0, United-States,True
26.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,False
39.0, Private,9.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,50.0, United-States,False
28.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
29.0, Private,7.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,52.0, United-States,False
43.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,False
23.0, Private,10.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,25.0, United-States,False
32.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,45.0, United-States,True
33.0, Self-emp-not-inc,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,60.0, United-States,True
45.0, Private,9.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,False
48.0, Private,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,False
43.0, Local-gov,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,45.0, United-States,True
50.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,True
63.0, Private,13.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,True
55.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States,True
22.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,35.0, United-States,False
32.0, Self-emp-not-inc,9.0, Never-married, Other-service, Unmarried, White, Male,0.0,0.0,60.0, United-States,False
27.0, Private,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,False
22.0, Private,13.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,False
44.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,68.0, United-States,False
34.0, Private,9.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
28.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
40.0, Private,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024.0,0.0,24.0, United-States,True
45.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States,False
17.0, Private,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States,False
53.0, Self-emp-not-inc,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,False
58.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
55.0, Self-emp-not-inc,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,35.0, United-States,False
44.0, Local-gov,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, United-States,False
40.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,30.0, United-States,False
58.0, Self-emp-not-inc,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,False
38.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,True
62.0, Private,5.0, Never-married, Priv-house-serv, Not-in-family, Black, Female,1055.0,0.0,22.0, United-States,False
31.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3464.0,0.0,38.0, United-States,False
31.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico,False
30.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,1876.0,45.0, United-States,False
37.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, Mexico,False
38.0, Local-gov,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,1876.0,40.0, Canada,False
58.0, Local-gov,8.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,False
30.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,True
28.0, Private,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,4650.0,0.0,40.0, United-States,False
46.0, Private,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,70.0, United-States,False
34.0, Private,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
39.0, Self-emp-inc,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,99.0, United-States,False
61.0, Self-emp-inc,10.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States,False
30.0, Self-emp-not-inc,11.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
31.0, Private,9.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
21.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,False
50.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,58.0, United-States,False
47.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,33.0, United-States,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,False
23.0, Private,13.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,False
46.0, Private,2.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, Mexico,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,45.0, United-States,False
33.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,50.0, United-States,True
30.0, Private,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,30.0, United-States,False
43.0, Local-gov,10.0, Divorced, Protective-serv, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
23.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,60.0, United-States,False
34.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, ?,True
25.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
50.0, Private,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,True
44.0, Private,14.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,24.0, United-States,True
26.0, Private,10.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
35.0, Private,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,80.0, United-States,True
48.0, Self-emp-not-inc,9.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,15.0, United-States,False
26.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
41.0, Local-gov,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
25.0, Private,13.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,False
33.0, Private,11.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,55.0, United-States,False
24.0, Private,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,False
31.0, Private,13.0, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
24.0, Local-gov,12.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,2.0, United-States,False
41.0, Private,5.0, Never-married, Priv-house-serv, Unmarried, White, Female,0.0,0.0,40.0, Columbia,False
38.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,False
19.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
19.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,False
24.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
59.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,False
67.0, Private,14.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States,True
49.0, Private,6.0, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,False
35.0, Private,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,True
44.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,True
58.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,99999.0,0.0,40.0, United-States,True
22.0, Private,12.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,60.0, United-States,False
21.0, State-gov,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,10.0, United-States,False
50.0, Private,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, United-States,False
44.0, Local-gov,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,False
36.0, Local-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,False
30.0, Federal-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,48.0, Cuba,True
52.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,True
35.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,90.0, United-States,False
48.0, Local-gov,11.0, Never-married, Protective-serv, Unmarried, White, Male,0.0,0.0,48.0, United-States,False
23.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,2377.0,40.0, United-States,False
37.0, Private,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
44.0, Self-emp-inc,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,55.0, United-States,True
44.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,True
36.0, Private,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
26.0, State-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,12.0, United-States,False
31.0, Self-emp-inc,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,True
23.0, ?,9.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,12.0, England,False
29.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,False
53.0, Private,9.0, Widowed, Craft-repair, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
52.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,False
55.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,1887.0,40.0, United-States,True
31.0, Private,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
19.0, ?,9.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,16.0, United-States,False
64.0, ?,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,30.0, United-States,False
55.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,False
48.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States,True
20.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States,False
50.0, Local-gov,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298.0,0.0,30.0, United-States,True
45.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,51.0, United-States,False
17.0, Private,6.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,10.0, El-Salvador,False
38.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States,False
43.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,True
22.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,30.0, United-States,False
63.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
36.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,False
56.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,True
43.0, State-gov,15.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,False
41.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45.0, United-States,True
41.0, Private,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
36.0, Private,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,False
59.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,True
46.0, Local-gov,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States,True
23.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,36.0, United-States,False
46.0, Self-emp-not-inc,10.0, Separated, Prof-specialty, Not-in-family, White, Male,0.0,0.0,20.0, United-States,False
53.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1902.0,40.0, United-States,True
47.0, Private,9.0, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,56.0, Puerto-Rico,False
46.0, Federal-gov,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
47.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,56.0, United-States,True
29.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1887.0,30.0, United-States,True
32.0, Private,11.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
90.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
63.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,49.0, ?,False
23.0, Private,11.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,False
76.0, ?,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States,False
23.0, Private,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
44.0, Private,10.0, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0.0,0.0,30.0, Mexico,True
81.0, Self-emp-inc,6.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,2936.0,0.0,28.0, United-States,False
17.0, Private,6.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,12.0, United-States,False
56.0, Private,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,True
58.0, Federal-gov,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
45.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,True
25.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,False
36.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0.0,0.0,35.0, Philippines,True
32.0, Private,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,24.0, United-States,True
25.0, Private,9.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,30.0, United-States,False
29.0, Federal-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,True
23.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,60.0, United-States,False
41.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States,True
48.0, State-gov,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States,True
29.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,False
27.0, ?,14.0, Never-married, ?, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,20.0, Taiwan,False
55.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
30.0, Private,7.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,1651.0,40.0, Vietnam,False
45.0, Private,10.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
50.0, Private,9.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Puerto-Rico,False
22.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
80.0, Local-gov,9.0, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,32.0, United-States,False
30.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,44.0, United-States,False
20.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,False
29.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,35.0, United-States,False
56.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
63.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,False
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,False
38.0, State-gov,9.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,False
31.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,False
21.0, Private,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,35.0, United-States,False
47.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,46.0, United-States,True
25.0, Local-gov,13.0, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam,False
31.0, Private,10.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,38.0, United-States,False
28.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
38.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,99.0, United-States,False
30.0, Local-gov,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,False
39.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,40.0, United-States,True
27.0, Private,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,36.0, ?,False
26.0, Private,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
47.0, Private,9.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,False
27.0, Self-emp-not-inc,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,2258.0,50.0, United-States,False
43.0, Private,10.0, Married-civ-spouse, Protective-serv, Husband, Other, Male,0.0,0.0,32.0, United-States,False
32.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,False
20.0, Private,10.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,30.0, Philippines,False
21.0, Local-gov,8.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,20.0, United-States,False
32.0, Private,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
37.0, Private,11.0, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,48.0, United-States,False
45.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam,False
37.0, Self-emp-inc,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States,True
54.0, ?,5.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,15.0, United-States,False
24.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,25.0, United-States,False
28.0, ?,7.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,30.0, United-States,False
23.0, Private,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,False
54.0, ?,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,False
40.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,True
38.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,True
71.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,False
51.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
52.0, Self-emp-not-inc,10.0, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,5.0, United-States,False
30.0, Private,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
34.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,True
38.0, Private,6.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,False
43.0, Federal-gov,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,13550.0,0.0,40.0, United-States,True
43.0, Private,7.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,42.0, United-States,False
36.0, Federal-gov,10.0, Never-married, Exec-managerial, Not-in-family, Black, Male,13550.0,0.0,40.0, United-States,True
24.0, State-gov,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,False
29.0, ?,2.0, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,False
55.0, Private,6.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,40.0, United-States,False
51.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,60.0, United-States,True
43.0, Local-gov,9.0, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,False
28.0, Private,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,False
54.0, Private,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,False
47.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
47.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,True
47.0, Private,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,57.0, United-States,True
38.0, Private,10.0, Never-married, Adm-clerical, Unmarried, White, Female,6497.0,0.0,35.0, United-States,False
60.0, Self-emp-not-inc,3.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,False
19.0, Private,9.0, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,25.0, United-States,False
22.0, Private,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,25.0, United-States,False
55.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,True
44.0, Private,10.0, Separated, Sales, Other-relative, Black, Female,0.0,0.0,35.0, United-States,False
53.0, Self-emp-not-inc,2.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,67.0, Italy,True
44.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,4386.0,0.0,40.0, United-States,True
28.0, Federal-gov,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,50.0, United-States,False
30.0, Local-gov,10.0, Never-married, Transport-moving, Unmarried, Black, Female,0.0,0.0,40.0, United-States,False
39.0, Local-gov,9.0, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,False
43.0, State-gov,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,False
24.0, Private,13.0, Never-married, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States,False
27.0, Local-gov,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,56.0, United-States,False
